Timestamp,court_number_id,item_number
2024-01-09 14:03:02,1,68(D)
2024-01-09 14:03:02,3,25(D)
2024-01-09 14:03:02,4,36(D)
2024-01-09 14:03:02,16,135(D)
2024-01-09 14:03:02,11,92(D)
2024-01-09 14:03:02,12,268(D)
2024-01-09 14:03:02,13,56-57(D)
2024-01-09 14:03:02,14,55(D)
2024-01-09 14:03:02,6,62(D)
2024-01-09 14:03:02,7,39(D)
2024-01-09 14:03:02,8,138(D)
2024-01-09 14:03:02,9,105(D)
2024-01-09 14:03:02,10,65(D)
2024-01-09 14:03:02,15,41(D)
2024-01-09 14:03:13,1,68(D)
2024-01-09 14:03:13,3,25(D)
2024-01-09 14:03:13,4,36(D)
2024-01-09 14:03:13,16,135(D)
2024-01-09 14:03:13,11,92(D)
2024-01-09 14:03:13,12,268(D)
2024-01-09 14:03:13,13,56-57(D)
2024-01-09 14:03:13,14,55(D)
2024-01-09 14:03:13,6,62(D)
2024-01-09 14:03:13,7,39(D)
2024-01-09 14:03:13,8,138(D)
2024-01-09 14:03:13,9,105(D)
2024-01-09 14:03:13,10,65(D)
2024-01-09 14:03:13,15,41(D)
2024-01-09 14:03:24,1,68(D)
2024-01-09 14:03:24,3,25(D)
2024-01-09 14:03:24,4,36(D)
2024-01-09 14:03:24,16,135(D)
2024-01-09 14:03:24,11,92(D)
2024-01-09 14:03:24,12,268(D)
2024-01-09 14:03:24,13,56-57(D)
2024-01-09 14:03:24,14,55(D)
2024-01-09 14:03:24,6,62(D)
2024-01-09 14:03:24,7,39(D)
2024-01-09 14:03:24,8,138(D)
2024-01-09 14:03:24,9,105(D)
2024-01-09 14:03:24,10,65(D)
2024-01-09 14:03:24,15,41(D)
2024-01-09 14:03:35,1,68(D)
2024-01-09 14:03:35,3,25(D)
2024-01-09 14:03:35,4,36(D)
2024-01-09 14:03:35,16,135(D)
2024-01-09 14:03:35,11,92(D)
2024-01-09 14:03:35,12,268(D)
2024-01-09 14:03:35,13,56-57(D)
2024-01-09 14:03:35,14,55(D)
2024-01-09 14:03:35,6,62(D)
2024-01-09 14:03:35,7,39(D)
2024-01-09 14:03:35,8,138(D)
2024-01-09 14:03:35,9,105(D)
2024-01-09 14:03:35,10,65(D)
2024-01-09 14:03:35,15,41(D)
2024-01-09 14:03:45,1,68(D)
2024-01-09 14:03:45,3,25(D)
2024-01-09 14:03:45,4,36(D)
2024-01-09 14:03:45,16,135(D)
2024-01-09 14:03:45,11,92(D)
2024-01-09 14:03:45,12,268(D)
2024-01-09 14:03:45,13,56-57(D)
2024-01-09 14:03:45,14,55(D)
2024-01-09 14:03:45,6,62(D)
2024-01-09 14:03:45,7,39(D)
2024-01-09 14:03:45,8,138(D)
2024-01-09 14:03:45,9,105(D)
2024-01-09 14:03:45,10,65(D)
2024-01-09 14:03:45,15,41(D)
2024-01-09 14:03:57,1,68(D)
2024-01-09 14:03:57,3,25(D)
2024-01-09 14:03:57,4,36(D)
2024-01-09 14:03:57,16,135(D)
2024-01-09 14:03:57,11,92(D)
2024-01-09 14:03:57,12,268(D)
2024-01-09 14:03:57,13,56-57(D)
2024-01-09 14:03:57,14,55(D)
2024-01-09 14:03:57,6,62(D)
2024-01-09 14:03:57,7,39(D)
2024-01-09 14:03:57,8,138(D)
2024-01-09 14:03:57,9,105(D)
2024-01-09 14:03:57,10,65(D)
2024-01-09 14:03:57,15,41(D)
2024-01-09 14:04:08,1,68(D)
2024-01-09 14:04:08,3,25(D)
2024-01-09 14:04:08,4,36(D)
2024-01-09 14:04:08,16,135(D)
2024-01-09 14:04:08,11,92(D)
2024-01-09 14:04:08,12,268(D)
2024-01-09 14:04:08,13,56-57(D)
2024-01-09 14:04:08,14,55(D)
2024-01-09 14:04:08,6,62(D)
2024-01-09 14:04:08,7,39(D)
2024-01-09 14:04:08,8,138(D)
2024-01-09 14:04:08,9,105(D)
2024-01-09 14:04:08,10,65(D)
2024-01-09 14:04:08,15,41(D)
2024-01-09 14:04:20,1,68(D)
2024-01-09 14:04:20,3,25(D)
2024-01-09 14:04:20,4,36(D)
2024-01-09 14:04:20,16,135(D)
2024-01-09 14:04:20,11,92(D)
2024-01-09 14:04:20,12,268(D)
2024-01-09 14:04:20,13,56-57(D)
2024-01-09 14:04:20,14,55(D)
2024-01-09 14:04:20,6,62(D)
2024-01-09 14:04:20,7,39(D)
2024-01-09 14:04:20,8,138(D)
2024-01-09 14:04:20,9,105(D)
2024-01-09 14:04:20,10,65(D)
2024-01-09 14:04:20,15,41(D)
2024-01-09 14:04:31,1,68(D)
2024-01-09 14:04:31,3,25(D)
2024-01-09 14:04:31,4,36(D)
2024-01-09 14:04:31,16,135(D)
2024-01-09 14:04:31,11,92(D)
2024-01-09 14:04:31,12,268(D)
2024-01-09 14:04:31,13,56-57(D)
2024-01-09 14:04:31,14,55(D)
2024-01-09 14:04:31,6,62(D)
2024-01-09 14:04:31,7,39(D)
2024-01-09 14:04:31,8,138(D)
2024-01-09 14:04:31,9,105(D)
2024-01-09 14:04:31,10,65(D)
2024-01-09 14:04:31,15,41(D)
2024-01-09 14:04:42,1,68(D)
2024-01-09 14:04:42,3,25(D)
2024-01-09 14:04:42,4,36(D)
2024-01-09 14:04:42,16,135(D)
2024-01-09 14:04:42,11,92(D)
2024-01-09 14:04:42,12,268(D)
2024-01-09 14:04:42,13,56-57(D)
2024-01-09 14:04:42,14,55(D)
2024-01-09 14:04:42,6,62(D)
2024-01-09 14:04:42,7,39(D)
2024-01-09 14:04:42,8,138(D)
2024-01-09 14:04:42,9,105(D)
2024-01-09 14:04:42,10,65(D)
2024-01-09 14:04:42,15,41(D)
2024-01-09 14:04:53,1,68(D)
2024-01-09 14:04:53,3,25(D)
2024-01-09 14:04:53,4,36(D)
2024-01-09 14:04:53,16,135(D)
2024-01-09 14:04:53,11,92(D)
2024-01-09 14:04:53,12,268(D)
2024-01-09 14:04:53,13,56-57(D)
2024-01-09 14:04:53,14,55(D)
2024-01-09 14:04:53,6,62(D)
2024-01-09 14:04:53,7,39(D)
2024-01-09 14:04:53,8,138(D)
2024-01-09 14:04:53,9,105(D)
2024-01-09 14:04:53,10,65(D)
2024-01-09 14:04:53,15,41(D)
2024-01-09 14:05:04,1,68(D)
2024-01-09 14:05:04,3,25(D)
2024-01-09 14:05:04,4,36(D)
2024-01-09 14:05:04,16,135(D)
2024-01-09 14:05:04,11,92(D)
2024-01-09 14:05:04,12,268(D)
2024-01-09 14:05:04,13,56-57(D)
2024-01-09 14:05:04,14,55(D)
2024-01-09 14:05:04,6,62(D)
2024-01-09 14:05:04,7,39(D)
2024-01-09 14:05:04,8,138(D)
2024-01-09 14:05:04,9,105(D)
2024-01-09 14:05:04,10,65(D)
2024-01-09 14:05:04,15,41(D)
2024-01-09 14:05:16,1,68(D)
2024-01-09 14:05:16,3,25(D)
2024-01-09 14:05:16,4,36(D)
2024-01-09 14:05:16,16,135(D)
2024-01-09 14:05:16,11,92(D)
2024-01-09 14:05:16,12,268(D)
2024-01-09 14:05:16,13,56-57(D)
2024-01-09 14:05:16,14,55(D)
2024-01-09 14:05:16,6,62(D)
2024-01-09 14:05:16,7,39(D)
2024-01-09 14:05:16,8,138(D)
2024-01-09 14:05:16,9,105(D)
2024-01-09 14:05:16,10,65(D)
2024-01-09 14:05:16,15,41(D)
2024-01-09 14:05:27,1,68(D)
2024-01-09 14:05:27,3,25(D)
2024-01-09 14:05:27,4,36(D)
2024-01-09 14:05:27,16,135(D)
2024-01-09 14:05:27,11,92(D)
2024-01-09 14:05:27,12,268(D)
2024-01-09 14:05:27,13,56-57(D)
2024-01-09 14:05:27,14,55(D)
2024-01-09 14:05:27,6,62(D)
2024-01-09 14:05:27,7,39(D)
2024-01-09 14:05:27,8,138(D)
2024-01-09 14:05:27,9,105(D)
2024-01-09 14:05:27,10,65(D)
2024-01-09 14:05:27,15,41(D)
2024-01-09 14:05:38,1,68(D)
2024-01-09 14:05:38,3,25(D)
2024-01-09 14:05:38,4,36(D)
2024-01-09 14:05:38,16,135(D)
2024-01-09 14:05:38,11,92(D)
2024-01-09 14:05:38,12,268(D)
2024-01-09 14:05:38,13,56-57(D)
2024-01-09 14:05:38,14,55(D)
2024-01-09 14:05:38,6,62(D)
2024-01-09 14:05:38,7,39(D)
2024-01-09 14:05:38,8,138(D)
2024-01-09 14:05:38,9,105(D)
2024-01-09 14:05:38,10,65(D)
2024-01-09 14:05:38,15,41(D)
2024-01-09 14:05:50,1,68(D)
2024-01-09 14:05:50,3,25(D)
2024-01-09 14:05:50,4,36(D)
2024-01-09 14:05:50,16,135(D)
2024-01-09 14:05:50,11,92(D)
2024-01-09 14:05:50,12,268(D)
2024-01-09 14:05:50,13,56-57(D)
2024-01-09 14:05:50,14,55(D)
2024-01-09 14:05:50,6,62(D)
2024-01-09 14:05:50,7,39(D)
2024-01-09 14:05:50,8,138(D)
2024-01-09 14:05:50,9,105(D)
2024-01-09 14:05:50,10,65(D)
2024-01-09 14:05:50,15,41(D)
2024-01-09 14:06:01,1,68(D)
2024-01-09 14:06:01,3,25(D)
2024-01-09 14:06:01,4,36(D)
2024-01-09 14:06:01,16,135(D)
2024-01-09 14:06:01,11,92(D)
2024-01-09 14:06:01,12,268(D)
2024-01-09 14:06:01,13,56-57(D)
2024-01-09 14:06:01,14,55(D)
2024-01-09 14:06:01,6,62(D)
2024-01-09 14:06:01,7,39(D)
2024-01-09 14:06:01,8,138(D)
2024-01-09 14:06:01,9,105(D)
2024-01-09 14:06:01,10,65(D)
2024-01-09 14:06:01,15,41(D)
2024-01-09 14:06:12,1,68(D)
2024-01-09 14:06:12,3,25(D)
2024-01-09 14:06:12,4,36(D)
2024-01-09 14:06:12,16,135(D)
2024-01-09 14:06:12,11,92(D)
2024-01-09 14:06:12,12,268(D)
2024-01-09 14:06:12,13,56-57(D)
2024-01-09 14:06:12,14,55(D)
2024-01-09 14:06:12,6,62(D)
2024-01-09 14:06:12,7,39(D)
2024-01-09 14:06:12,8,138(D)
2024-01-09 14:06:12,9,105(D)
2024-01-09 14:06:12,10,65(D)
2024-01-09 14:06:12,15,41(D)
2024-01-09 14:06:23,1,68(D)
2024-01-09 14:06:23,3,25(D)
2024-01-09 14:06:23,4,36(D)
2024-01-09 14:06:23,16,135(D)
2024-01-09 14:06:23,11,92(D)
2024-01-09 14:06:23,12,268(D)
2024-01-09 14:06:23,13,56-57(D)
2024-01-09 14:06:23,14,55(D)
2024-01-09 14:06:23,6,62(D)
2024-01-09 14:06:23,7,39(D)
2024-01-09 14:06:23,8,138(D)
2024-01-09 14:06:23,9,105(D)
2024-01-09 14:06:23,10,65(D)
2024-01-09 14:06:23,15,41(D)
2024-01-09 14:06:34,1,68(D)
2024-01-09 14:06:34,3,25(D)
2024-01-09 14:06:34,4,36(D)
2024-01-09 14:06:34,16,135(D)
2024-01-09 14:06:34,11,92(D)
2024-01-09 14:06:34,12,268(D)
2024-01-09 14:06:34,13,56-57(D)
2024-01-09 14:06:34,14,55(D)
2024-01-09 14:06:34,6,62(D)
2024-01-09 14:06:34,7,39(D)
2024-01-09 14:06:34,8,138(D)
2024-01-09 14:06:34,9,105(D)
2024-01-09 14:06:34,10,65(D)
2024-01-09 14:06:34,15,41(D)
2024-01-09 14:06:45,1,68(D)
2024-01-09 14:06:45,3,25(D)
2024-01-09 14:06:45,4,36(D)
2024-01-09 14:06:45,16,135(D)
2024-01-09 14:06:45,11,92(D)
2024-01-09 14:06:45,12,268(D)
2024-01-09 14:06:45,13,56-57(D)
2024-01-09 14:06:45,14,55(D)
2024-01-09 14:06:45,6,62(D)
2024-01-09 14:06:45,7,39(D)
2024-01-09 14:06:45,8,138(D)
2024-01-09 14:06:45,9,105(D)
2024-01-09 14:06:45,10,65(D)
2024-01-09 14:06:45,15,41(D)
2024-01-09 14:06:57,1,68(D)
2024-01-09 14:06:57,3,25(D)
2024-01-09 14:06:57,4,36(D)
2024-01-09 14:06:57,16,135(D)
2024-01-09 14:06:57,11,92(D)
2024-01-09 14:06:57,12,268(D)
2024-01-09 14:06:57,13,56-57(D)
2024-01-09 14:06:57,14,55(D)
2024-01-09 14:06:57,6,62(D)
2024-01-09 14:06:57,7,39(D)
2024-01-09 14:06:57,8,138(D)
2024-01-09 14:06:57,9,105(D)
2024-01-09 14:06:57,10,65(D)
2024-01-09 14:06:57,15,41(D)
2024-01-09 14:07:11,1,68(D)
2024-01-09 14:07:11,3,25(D)
2024-01-09 14:07:11,4,36(D)
2024-01-09 14:07:11,16,135(D)
2024-01-09 14:07:11,11,92(D)
2024-01-09 14:07:11,12,268(D)
2024-01-09 14:07:11,13,56-57(D)
2024-01-09 14:07:11,14,55(D)
2024-01-09 14:07:11,6,62(D)
2024-01-09 14:07:11,7,39(D)
2024-01-09 14:07:11,8,138(D)
2024-01-09 14:07:11,9,105(D)
2024-01-09 14:07:11,10,65(D)
2024-01-09 14:07:11,15,41(D)
2024-01-09 14:07:27,1,68(D)
2024-01-09 14:07:27,3,25(D)
2024-01-09 14:07:27,4,36(D)
2024-01-09 14:07:27,16,135(D)
2024-01-09 14:07:27,11,92(D)
2024-01-09 14:07:27,12,268(D)
2024-01-09 14:07:27,13,56-57(D)
2024-01-09 14:07:27,14,55(D)
2024-01-09 14:07:27,6,62(D)
2024-01-09 14:07:27,7,39(D)
2024-01-09 14:07:27,8,138(D)
2024-01-09 14:07:27,9,105(D)
2024-01-09 14:07:27,10,65(D)
2024-01-09 14:07:27,15,41(D)
2024-01-09 14:07:42,1,68(D)
2024-01-09 14:07:42,3,25(D)
2024-01-09 14:07:42,4,36(D)
2024-01-09 14:07:42,16,135(D)
2024-01-09 14:07:42,11,92(D)
2024-01-09 14:07:42,12,268(D)
2024-01-09 14:07:42,13,56-57(D)
2024-01-09 14:07:42,14,55(D)
2024-01-09 14:07:42,6,62(D)
2024-01-09 14:07:42,7,39(D)
2024-01-09 14:07:42,8,138(D)
2024-01-09 14:07:42,9,105(D)
2024-01-09 14:07:42,10,65(D)
2024-01-09 14:07:42,15,41(D)
2024-01-09 14:07:54,1,68(D)
2024-01-09 14:07:54,3,25(D)
2024-01-09 14:07:54,4,36(D)
2024-01-09 14:07:54,16,135(D)
2024-01-09 14:07:54,11,92(D)
2024-01-09 14:07:54,12,268(D)
2024-01-09 14:07:54,13,56-57(D)
2024-01-09 14:07:54,14,55(D)
2024-01-09 14:07:54,6,62(D)
2024-01-09 14:07:54,7,39(D)
2024-01-09 14:07:54,8,138(D)
2024-01-09 14:07:54,9,105(D)
2024-01-09 14:07:54,10,65(D)
2024-01-09 14:07:54,15,41(D)
2024-01-09 14:08:05,1,68(D)
2024-01-09 14:08:05,3,25(D)
2024-01-09 14:08:05,4,36(D)
2024-01-09 14:08:05,16,135(D)
2024-01-09 14:08:05,11,92(D)
2024-01-09 14:08:05,12,268(D)
2024-01-09 14:08:05,13,56-57(D)
2024-01-09 14:08:05,14,55(D)
2024-01-09 14:08:05,6,62(D)
2024-01-09 14:08:05,7,39(D)
2024-01-09 14:08:05,8,138(D)
2024-01-09 14:08:05,9,105(D)
2024-01-09 14:08:05,10,65(D)
2024-01-09 14:08:05,15,41(D)
2024-01-09 14:08:16,1,68(D)
2024-01-09 14:08:16,3,25(D)
2024-01-09 14:08:16,4,36(D)
2024-01-09 14:08:16,16,135(D)
2024-01-09 14:08:16,11,92(D)
2024-01-09 14:08:16,12,268(D)
2024-01-09 14:08:16,13,56-57(D)
2024-01-09 14:08:16,14,55(D)
2024-01-09 14:08:16,6,62(D)
2024-01-09 14:08:16,7,39(D)
2024-01-09 14:08:16,8,138(D)
2024-01-09 14:08:16,9,105(D)
2024-01-09 14:08:16,10,65(D)
2024-01-09 14:08:16,15,41(D)
2024-01-09 14:08:28,1,68(D)
2024-01-09 14:08:28,3,25(D)
2024-01-09 14:08:28,4,36(D)
2024-01-09 14:08:28,16,135(D)
2024-01-09 14:08:28,11,92(D)
2024-01-09 14:08:28,12,268(D)
2024-01-09 14:08:28,13,56-57(D)
2024-01-09 14:08:28,14,55(D)
2024-01-09 14:08:28,6,62(D)
2024-01-09 14:08:28,7,39(D)
2024-01-09 14:08:28,8,138(D)
2024-01-09 14:08:28,9,105(D)
2024-01-09 14:08:28,10,65(D)
2024-01-09 14:08:28,15,41(D)
2024-01-09 14:08:40,1,68(D)
2024-01-09 14:08:40,3,25(D)
2024-01-09 14:08:40,4,36(D)
2024-01-09 14:08:40,16,135(D)
2024-01-09 14:08:40,11,92(D)
2024-01-09 14:08:40,12,268(D)
2024-01-09 14:08:40,13,56-57(D)
2024-01-09 14:08:40,14,55(D)
2024-01-09 14:08:40,6,62(D)
2024-01-09 14:08:40,7,39(D)
2024-01-09 14:08:40,8,138(D)
2024-01-09 14:08:40,9,105(D)
2024-01-09 14:08:40,10,65(D)
2024-01-09 14:08:40,15,41(D)
2024-01-09 14:08:53,1,68(D)
2024-01-09 14:08:53,3,25(D)
2024-01-09 14:08:53,4,36(D)
2024-01-09 14:08:53,16,135(D)
2024-01-09 14:08:53,11,92(D)
2024-01-09 14:08:53,12,268(D)
2024-01-09 14:08:53,13,56-57(D)
2024-01-09 14:08:53,14,55(D)
2024-01-09 14:08:53,6,62(D)
2024-01-09 14:08:53,7,39(D)
2024-01-09 14:08:53,8,138(D)
2024-01-09 14:08:53,9,105(D)
2024-01-09 14:08:53,10,2(D)
2024-01-09 14:08:53,15,41(D)
2024-01-09 14:09:06,1,68(D)
2024-01-09 14:09:06,3,25(D)
2024-01-09 14:09:06,4,36(D)
2024-01-09 14:09:06,16,135(D)
2024-01-09 14:09:06,11,92(D)
2024-01-09 14:09:06,12,268(D)
2024-01-09 14:09:06,13,56-57(D)
2024-01-09 14:09:06,14,55(D)
2024-01-09 14:09:06,6,62(D)
2024-01-09 14:09:06,7,39(D)
2024-01-09 14:09:06,8,138(D)
2024-01-09 14:09:06,9,105(D)
2024-01-09 14:09:06,10,2(D)
2024-01-09 14:09:06,15,41(D)
2024-01-09 14:09:18,1,157-175(D)
2024-01-09 14:09:18,3,25(D)
2024-01-09 14:09:18,4,36(D)
2024-01-09 14:09:18,16,135(D)
2024-01-09 14:09:18,11,92(D)
2024-01-09 14:09:18,12,268(D)
2024-01-09 14:09:18,13,56-57(D)
2024-01-09 14:09:18,14,55(D)
2024-01-09 14:09:18,6,62(D)
2024-01-09 14:09:18,7,39(D)
2024-01-09 14:09:18,8,138(D)
2024-01-09 14:09:18,9,105(D)
2024-01-09 14:09:18,10,2(D)
2024-01-09 14:09:18,15,41(D)
2024-01-09 14:09:30,1,157-175(D)
2024-01-09 14:09:30,3,25(D)
2024-01-09 14:09:30,4,36(D)
2024-01-09 14:09:30,16,135(D)
2024-01-09 14:09:30,11,92(D)
2024-01-09 14:09:30,12,268(D)
2024-01-09 14:09:30,13,56-57(D)
2024-01-09 14:09:30,14,55(D)
2024-01-09 14:09:30,6,62(D)
2024-01-09 14:09:30,7,39(D)
2024-01-09 14:09:30,8,138(D)
2024-01-09 14:09:30,9,105(D)
2024-01-09 14:09:30,10,2(D)
2024-01-09 14:09:30,15,41(D)
2024-01-09 14:09:43,1,157-175(D)
2024-01-09 14:09:43,3,25(D)
2024-01-09 14:09:43,4,36(D)
2024-01-09 14:09:43,16,135(D)
2024-01-09 14:09:43,11,92(D)
2024-01-09 14:09:43,12,268(D)
2024-01-09 14:09:43,13,56-57(D)
